Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
D7,false,sockeyeDUDA,seco3,SYBR,Standard,28.780136,10
D8,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
D10,false,chinookDUDA,ckco3,SYBR,Standard,30.80865,10
D11,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
E1,false,chinook_shel,chi1269,SYBR,Standard,Undetermined,1
E2,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
E4,false,cohoDUDA,cocytb,SYBR,Standard,34.28543,1
E5,false,cohoDUDA,cocytb,SYBR,Unknown,23.412365,1377.9673
E7,false,sockeyeDUDA,seco3,SYBR,Standard,31.961134,1
E8,false,sockeyeDUDA,seco3,SYBR,Unknown,32.86578,0.5977075
E10,false,chinookDUDA,ckco3,SYBR,Standard,35.440205,1
E11,false,chinookDUDA,ckco3,SYBR,Unknown,26.446863,228.40005
F1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
F2,false,chinook_shel,chi1269,SYBR,Unknown,34.849392,0.933701
F4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
F5,false,cohoDUDA,cocytb,SYBR,Negative Control,Undetermined,
F7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
F8,false,sockeyeDUDA,seco3,SYBR,Negative Control,Undetermined,
F10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
F11,false,chinookDUDA,ckco3,SYBR,Negative Control,Undetermined,
G1,false,chinook_shel,chi1269,SYBR,Unknown,35.81196,0.48177055
G2,false,chinook_shel,chi1269,SYBR,Unknown,35.360725,0.6569809
G4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
G5,false,cohoDUDA,cocytb,SYBR,Negative Control,Undetermined,
G7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
G8,false,sockeyeDUDA,seco3,SYBR,Negative Control,Undetermined,
G10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
G11,false,chinookDUDA,ckco3,SYBR,Negative Control,Undetermined,
H1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
H2,false,chinook_shel,chi1269,SYBR,Unknown,35.645145,0.54030764
H4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
H5,false,cohoDUDA,cocytb,SYBR,Negative Control,Undetermined,
H7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
H8,false,sockeyeDUDA,seco3,SYBR,Negative Control,Undetermined,
H10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
H11,false,chinookDUDA,ckco3,SYBR,Negative Control,Undetermined,
I1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
I2,false,chinook_shel,chi1269,SYBR,Unknown,28.291832,84.70756
I4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
I7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
I10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
J1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
J2,false,chinook_shel,chi1269,SYBR,Unknown,23.367727,2500.2283
J4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
J7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
J10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
K1,false,chinook_shel,chi1269,SYBR,Unknown,30.219894,22.50673
K4,false,cohoDUDA,cocytb,SYBR,Unknown,29.477337,23.147606
K7,false,sockeyeDUDA,seco3,SYBR,Unknown,34.40086,0.21008267
K10,false,chinookDUDA,ckco3,SYBR,Unknown,34.412746,1.4201193
L1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
L2,false,coho_shel,chi1269,SYBR,Standard,20.785612,10000
L4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
L7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
L10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
M1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
M2,false,coho_shel,chi1269,SYBR,Standard,24.08051,1000
M4,false,cohoDUDA,cocytb,SYBR,Unknown,41.951794,0.005178799
M7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
M10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
N1,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
N2,false,coho_shel,chi1269,SYBR,Standard,27.804281,100
N4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
N7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
N10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
O1,false,chinook_shel,chi1269,SYBR,Unknown,35.904484,0.4520822
O2,false,coho_shel,chi1269,SYBR,Standard,31.305162,10
O4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
O7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
O10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
P1,false,chinook_shel,chi1269,SYBR,Unknown,35.859913,0.4661479
P2,false,coho_shel,chi1269,SYBR,Standard,34.001537,1
P4,false,cohoDUDA,cocytb,SYBR,Unknown,Undetermined,
P7,false,sockeyeDUDA,seco3,SYBR,Unknown,Undetermined,
P10,false,chinookDUDA,ckco3,SYBR,Unknown,Undetermined,
